


1000;1;32;28.73948659421876
size=1000;  patch=1;  processor=32;  runtime=28.73948659421876



1000;1;32;28.787023164797574
size=1000;  patch=1;  processor=32;  runtime=28.787023164797574



1000;1;32;28.460281440988183
size=1000;  patch=1;  processor=32;  runtime=28.460281440988183



1000;10;32;0.9779897318221629
size=1000;  patch=10;  processor=32;  runtime=0.9779897318221629



1000;10;32;0.8686361932195723
size=1000;  patch=10;  processor=32;  runtime=0.8686361932195723



1000;10;32;0.8705101730301976
size=1000;  patch=10;  processor=32;  runtime=0.8705101730301976



1000;30;32;0.8624354167841375
size=1000;  patch=30;  processor=32;  runtime=0.8624354167841375



1000;30;32;0.8616588939912617
size=1000;  patch=30;  processor=32;  runtime=0.8616588939912617



1000;30;32;0.8631382440216839
size=1000;  patch=30;  processor=32;  runtime=0.8631382440216839



1000;200;32;3.467746424023062
size=1000;  patch=200;  processor=32;  runtime=3.467746424023062



1000;200;32;3.5689391950145364
size=1000;  patch=200;  processor=32;  runtime=3.5689391950145364



1000;200;32;3.4679594771005213
size=1000;  patch=200;  processor=32;  runtime=3.4679594771005213



1000;500;32;8.27821760904044
size=1000;  patch=500;  processor=32;  runtime=8.27821760904044



1000;500;32;8.479752968996763
size=1000;  patch=500;  processor=32;  runtime=8.479752968996763



1000;500;32;8.280876156874001
size=1000;  patch=500;  processor=32;  runtime=8.280876156874001
